state,district,case_type,petitioner_won,resolution_years,year_disposed,lok_adalat_eligible
UP,Varanasi,labour_dispute,1,7.43,2023,1
UP,Varanasi,labour_dispute,1,9.78,2023,1
UP,Varanasi,labour_dispute,1,4.96,2023,1
UP,Varanasi,labour_dispute,1,5.48,2023,1
UP,Varanasi,labour_dispute,1,5.6,2023,1
UP,Varanasi,labour_dispute,1,8.33,2023,1
UP,Varanasi,labour_dispute,1,3.87,2023,1
UP,Varanasi,labour_dispute,1,6.61,2023,1
UP,Varanasi,labour_dispute,0,6.35,2023,1
UP,Varanasi,labour_dispute,1,6.23,2023,1
UP,Varanasi,labour_dispute,0,7.13,2023,1
UP,Varanasi,labour_dispute,1,2.76,2023,1
UP,Varanasi,labour_dispute,0,6.24,2023,1
UP,Varanasi,labour_dispute,1,8.01,2023,1
UP,Varanasi,labour_dispute,1,4.22,2023,1
UP,Varanasi,labour_dispute,1,7.25,2023,1
UP,Varanasi,labour_dispute,1,7.77,2023,1
UP,Varanasi,labour_dispute,1,5.31,2023,1
UP,Varanasi,labour_dispute,0,8.88,2023,1
UP,Varanasi,labour_dispute,1,2.4,2023,1
UP,Varanasi,labour_dispute,1,9.59,2023,1
UP,Varanasi,labour_dispute,1,7.21,2023,1
UP,Varanasi,labour_dispute,1,7.46,2023,1
UP,Varanasi,labour_dispute,0,9.86,2023,1
UP,Varanasi,labour_dispute,0,2.19,2023,1
UP,Varanasi,labour_dispute,1,6.04,2023,1
UP,Varanasi,labour_dispute,1,3.02,2023,1
UP,Varanasi,labour_dispute,0,5.86,2023,1
UP,Varanasi,labour_dispute,0,3.58,2023,1
UP,Varanasi,labour_dispute,0,8.43,2023,1
UP,Varanasi,labour_dispute,0,5.72,2023,1
UP,Varanasi,labour_dispute,0,7.2,2023,1
UP,Varanasi,labour_dispute,1,7.94,2023,1
UP,Varanasi,labour_dispute,1,4.89,2023,1
UP,Varanasi,labour_dispute,0,7.06,2023,1
UP,Varanasi,labour_dispute,1,5.46,2023,1
UP,Varanasi,labour_dispute,1,3.89,2023,1
UP,Varanasi,labour_dispute,1,8.78,2023,1
UP,Varanasi,labour_dispute,1,6.47,2023,1
UP,Varanasi,labour_dispute,0,7.32,2023,1
UP,Varanasi,labour_dispute,1,7.21,2023,1
UP,Varanasi,labour_dispute,1,7.53,2023,1
UP,Varanasi,labour_dispute,0,4.36,2023,1
UP,Varanasi,labour_dispute,0,7.94,2023,1
UP,Varanasi,labour_dispute,1,9.43,2023,1
UP,Varanasi,labour_dispute,1,2.41,2023,1
UP,Varanasi,labour_dispute,0,8.06,2023,1
UP,Varanasi,motor_accident,0,4.85,2023,1
UP,Varanasi,motor_accident,1,7.64,2023,1
UP,Varanasi,motor_accident,0,2.44,2023,1
UP,Varanasi,motor_accident,1,5.16,2023,1
UP,Varanasi,motor_accident,1,9.39,2023,1
UP,Varanasi,motor_accident,1,2.6,2023,1
UP,Varanasi,motor_accident,1,6.0,2023,1
UP,Varanasi,motor_accident,1,9.72,2023,1
UP,Varanasi,motor_accident,0,5.24,2023,1
UP,Varanasi,motor_accident,0,4.69,2023,1
UP,Varanasi,motor_accident,1,2.59,2023,1
UP,Varanasi,motor_accident,0,8.73,2023,1
UP,Varanasi,motor_accident,1,5.7,2023,1
UP,Varanasi,motor_accident,0,4.79,2023,1
UP,Varanasi,motor_accident,0,4.27,2023,1
UP,Varanasi,motor_accident,1,8.27,2023,1
UP,Varanasi,motor_accident,1,6.93,2023,1
UP,Varanasi,motor_accident,0,2.13,2023,1
UP,Varanasi,motor_accident,1,8.1,2023,1
UP,Varanasi,motor_accident,1,3.44,2023,1
UP,Varanasi,motor_accident,0,2.54,2023,1
UP,Varanasi,motor_accident,0,6.5,2023,1
UP,Varanasi,motor_accident,1,9.86,2023,1
UP,Varanasi,motor_accident,1,8.12,2023,1
UP,Varanasi,motor_accident,1,4.32,2023,1
UP,Varanasi,motor_accident,0,8.7,2023,1
UP,Varanasi,motor_accident,0,5.54,2023,1
UP,Varanasi,motor_accident,1,2.35,2023,1
UP,Varanasi,motor_accident,0,5.1,2023,1
UP,Varanasi,motor_accident,1,6.95,2023,1
UP,Varanasi,motor_accident,0,6.99,2023,1
UP,Varanasi,motor_accident,1,4.81,2023,1
UP,Varanasi,motor_accident,0,3.87,2023,1
UP,Varanasi,motor_accident,0,7.4,2023,1
UP,Varanasi,motor_accident,0,8.91,2023,1
UP,Varanasi,motor_accident,0,6.56,2023,1
UP,Varanasi,motor_accident,0,7.91,2023,1
UP,Varanasi,motor_accident,0,7.84,2023,1
UP,Varanasi,motor_accident,1,8.72,2023,1
UP,Varanasi,motor_accident,1,7.7,2023,1
UP,Varanasi,motor_accident,1,3.87,2023,1
UP,Varanasi,motor_accident,1,3.89,2023,1
UP,Varanasi,motor_accident,1,7.13,2023,1
UP,Varanasi,motor_accident,1,3.96,2023,1
UP,Varanasi,motor_accident,0,5.01,2023,1
UP,Varanasi,motor_accident,0,2.16,2023,1
UP,Varanasi,motor_accident,1,2.34,2023,1
UP,Varanasi,motor_accident,0,5.36,2023,1
UP,Varanasi,motor_accident,1,7.38,2023,1
UP,Varanasi,motor_accident,1,7.7,2023,1
UP,Varanasi,cheque_bounce,1,3.44,2023,1
UP,Varanasi,cheque_bounce,0,8.9,2023,1
UP,Varanasi,cheque_bounce,1,5.8,2023,1
UP,Varanasi,cheque_bounce,0,3.7,2023,1
UP,Varanasi,cheque_bounce,1,5.31,2023,1
UP,Varanasi,cheque_bounce,0,9.53,2023,1
UP,Varanasi,cheque_bounce,1,4.3,2023,1
UP,Varanasi,cheque_bounce,1,4.17,2023,1
UP,Varanasi,cheque_bounce,1,8.61,2023,1
UP,Varanasi,cheque_bounce,0,8.23,2023,1
UP,Varanasi,cheque_bounce,1,3.72,2023,1
UP,Varanasi,cheque_bounce,0,3.34,2023,1
UP,Varanasi,cheque_bounce,1,2.97,2023,1
UP,Varanasi,cheque_bounce,1,6.02,2023,1
UP,Varanasi,cheque_bounce,1,8.22,2023,1
UP,Varanasi,cheque_bounce,1,3.33,2023,1
UP,Varanasi,cheque_bounce,1,6.84,2023,1
UP,Varanasi,cheque_bounce,0,7.03,2023,1
UP,Varanasi,cheque_bounce,0,9.71,2023,1
UP,Varanasi,cheque_bounce,1,7.07,2023,1
UP,Varanasi,cheque_bounce,0,6.02,2023,1
UP,Varanasi,cheque_bounce,1,3.53,2023,1
UP,Varanasi,cheque_bounce,0,2.86,2023,1
UP,Varanasi,cheque_bounce,0,9.25,2023,1
UP,Varanasi,cheque_bounce,1,8.44,2023,1
UP,Varanasi,cheque_bounce,1,3.93,2023,1
UP,Varanasi,cheque_bounce,0,4.31,2023,1
UP,Varanasi,cheque_bounce,1,2.81,2023,1
UP,Varanasi,cheque_bounce,1,5.65,2023,1
UP,Varanasi,cheque_bounce,1,6.66,2023,1
UP,Varanasi,cheque_bounce,1,9.05,2023,1
UP,Varanasi,cheque_bounce,1,7.67,2023,1
UP,Varanasi,cheque_bounce,0,8.81,2023,1
UP,Varanasi,cheque_bounce,1,6.76,2023,1
UP,Varanasi,cheque_bounce,1,6.2,2023,1
UP,Varanasi,cheque_bounce,1,5.83,2023,1
UP,Varanasi,cheque_bounce,0,6.49,2023,1
UP,Varanasi,cheque_bounce,0,7.22,2023,1
UP,Varanasi,cheque_bounce,0,6.58,2023,1
UP,Varanasi,cheque_bounce,1,8.44,2023,1
UP,Varanasi,cheque_bounce,1,9.55,2023,1
UP,Varanasi,cheque_bounce,0,9.95,2023,1
UP,Varanasi,cheque_bounce,1,5.84,2023,1
UP,Varanasi,cheque_bounce,1,7.07,2023,1
UP,Varanasi,cheque_bounce,1,2.27,2023,1
UP,Varanasi,cheque_bounce,1,2.15,2023,1
UP,Varanasi,cheque_bounce,0,9.95,2023,1
UP,Varanasi,cheque_bounce,0,2.07,2023,1
UP,Varanasi,cheque_bounce,1,6.64,2023,1
UP,Varanasi,cheque_bounce,1,2.68,2023,1
UP,Varanasi,service_matter,1,4.13,2023,0
UP,Varanasi,service_matter,1,2.39,2023,0
UP,Varanasi,service_matter,0,8.69,2023,0
UP,Varanasi,service_matter,1,4.82,2023,0
UP,Varanasi,service_matter,1,6.07,2023,0
UP,Varanasi,service_matter,1,2.22,2023,0
UP,Varanasi,service_matter,1,8.03,2023,0
UP,Varanasi,service_matter,1,3.33,2023,0
UP,Varanasi,service_matter,1,8.06,2023,0
UP,Varanasi,service_matter,1,8.84,2023,0
UP,Varanasi,service_matter,0,4.01,2023,0
UP,Varanasi,service_matter,1,2.29,2023,0
UP,Varanasi,service_matter,0,9.82,2023,0
UP,Varanasi,service_matter,1,4.09,2023,0
UP,Varanasi,service_matter,0,4.05,2023,0
UP,Varanasi,service_matter,1,8.64,2023,0
UP,Varanasi,service_matter,1,8.58,2023,0
UP,Varanasi,service_matter,1,5.34,2023,0
UP,Varanasi,service_matter,1,6.36,2023,0
UP,Varanasi,service_matter,0,2.29,2023,0
UP,Varanasi,service_matter,1,3.82,2023,0
UP,Varanasi,service_matter,1,4.71,2023,0
UP,Varanasi,service_matter,0,7.13,2023,0
UP,Varanasi,service_matter,1,8.47,2023,0
UP,Varanasi,service_matter,1,5.62,2023,0
UP,Varanasi,service_matter,1,9.42,2023,0
UP,Varanasi,service_matter,1,5.54,2023,0
UP,Varanasi,service_matter,0,2.12,2023,0
UP,Varanasi,service_matter,0,8.24,2023,0
UP,Varanasi,service_matter,1,2.78,2023,0
UP,Varanasi,service_matter,1,9.13,2023,0
UP,Varanasi,service_matter,0,6.01,2023,0
UP,Varanasi,service_matter,1,4.83,2023,0
UP,Varanasi,service_matter,1,2.07,2023,0
UP,Varanasi,service_matter,1,2.03,2023,0
UP,Varanasi,service_matter,1,8.93,2023,0
UP,Varanasi,service_matter,1,5.86,2023,0
UP,Varanasi,service_matter,1,4.05,2023,0
UP,Varanasi,service_matter,0,3.34,2023,0
UP,Varanasi,service_matter,0,4.38,2023,0
UP,Varanasi,service_matter,0,8.19,2023,0
UP,Varanasi,service_matter,0,8.38,2023,0
UP,Varanasi,service_matter,1,2.64,2023,0
UP,Varanasi,service_matter,0,2.82,2023,0
UP,Varanasi,service_matter,1,8.74,2023,0
UP,Varanasi,service_matter,1,6.06,2023,0
UP,Varanasi,service_matter,0,5.95,2023,0
UP,Varanasi,service_matter,1,6.93,2023,0
UP,Varanasi,service_matter,1,2.61,2023,0
UP,Varanasi,service_matter,1,8.01,2023,0
UP,Varanasi,constitutional,1,7.14,2023,0
UP,Varanasi,constitutional,0,3.63,2023,0
UP,Varanasi,constitutional,0,6.1,2023,0
UP,Varanasi,constitutional,0,7.91,2023,0
UP,Varanasi,constitutional,1,6.58,2023,0
UP,Varanasi,constitutional,1,6.16,2023,0
UP,Varanasi,constitutional,0,7.84,2023,0
UP,Varanasi,constitutional,1,7.85,2023,0
UP,Varanasi,constitutional,1,5.08,2023,0
UP,Varanasi,constitutional,0,6.66,2023,0
UP,Varanasi,constitutional,1,2.04,2023,0
UP,Varanasi,constitutional,1,9.42,2023,0
UP,Varanasi,constitutional,1,7.5,2023,0
UP,Varanasi,constitutional,0,8.27,2023,0
UP,Varanasi,constitutional,1,5.58,2023,0
UP,Varanasi,constitutional,1,8.25,2023,0
UP,Varanasi,constitutional,1,9.24,2023,0
UP,Varanasi,constitutional,1,5.45,2023,0
UP,Varanasi,constitutional,1,8.61,2023,0
UP,Varanasi,constitutional,1,9.39,2023,0
UP,Varanasi,constitutional,0,6.27,2023,0
UP,Varanasi,constitutional,1,7.18,2023,0
UP,Varanasi,constitutional,1,3.13,2023,0
UP,Varanasi,constitutional,1,2.66,2023,0
UP,Varanasi,constitutional,0,2.9,2023,0
UP,Varanasi,constitutional,1,2.44,2023,0
UP,Varanasi,constitutional,1,7.67,2023,0
UP,Varanasi,constitutional,0,9.03,2023,0
UP,Varanasi,constitutional,1,9.93,2023,0
UP,Varanasi,constitutional,0,5.44,2023,0
UP,Varanasi,constitutional,1,3.12,2023,0
UP,Varanasi,constitutional,1,5.66,2023,0
UP,Varanasi,constitutional,1,2.33,2023,0
UP,Varanasi,constitutional,1,8.25,2023,0
UP,Varanasi,constitutional,0,9.81,2023,0
UP,Varanasi,constitutional,1,2.28,2023,0
UP,Varanasi,constitutional,1,8.65,2023,0
UP,Varanasi,constitutional,0,5.23,2023,0
UP,Varanasi,constitutional,0,8.86,2023,0
UP,Varanasi,constitutional,0,8.61,2023,0
UP,Varanasi,constitutional,1,2.79,2023,0
UP,Varanasi,constitutional,0,3.43,2023,0
UP,Varanasi,constitutional,1,3.8,2023,0
UP,Varanasi,constitutional,1,4.91,2023,0
UP,Varanasi,constitutional,1,3.83,2023,0
UP,Varanasi,constitutional,0,4.98,2023,0
UP,Varanasi,constitutional,1,9.85,2023,0
UP,Varanasi,constitutional,1,7.34,2023,0
UP,Varanasi,constitutional,0,9.94,2023,0
UP,Varanasi,constitutional,1,8.06,2023,0
UP,Kanpur,land_acquisition,0,23.18,2023,0
UP,Kanpur,land_acquisition,0,5.07,2023,0
UP,Kanpur,land_acquisition,1,20.5,2023,0
UP,Kanpur,land_acquisition,0,11.18,2023,0
UP,Kanpur,land_acquisition,0,18.4,2023,0
UP,Kanpur,land_acquisition,0,16.58,2023,0
UP,Kanpur,land_acquisition,1,15.52,2023,0
UP,Kanpur,land_acquisition,0,24.98,2023,0
UP,Kanpur,land_acquisition,1,16.81,2023,0
UP,Kanpur,land_acquisition,0,5.99,2023,0
UP,Kanpur,land_acquisition,0,14.47,2023,0
UP,Kanpur,land_acquisition,0,17.52,2023,0
UP,Kanpur,land_acquisition,0,24.42,2023,0
UP,Kanpur,land_acquisition,0,6.95,2023,0
UP,Kanpur,land_acquisition,1,21.21,2023,0
UP,Kanpur,land_acquisition,1,16.92,2023,0
UP,Kanpur,land_acquisition,1,14.34,2023,0
UP,Kanpur,land_acquisition,0,22.35,2023,0
UP,Kanpur,land_acquisition,0,9.16,2023,0
UP,Kanpur,land_acquisition,1,5.58,2023,0
UP,Kanpur,land_acquisition,0,20.93,2023,0
UP,Kanpur,land_acquisition,1,7.21,2023,0
UP,Kanpur,land_acquisition,1,7.98,2023,0
UP,Kanpur,land_acquisition,1,11.25,2023,0
UP,Kanpur,land_acquisition,1,19.54,2023,0
UP,Kanpur,land_acquisition,1,8.1,2023,0
UP,Kanpur,land_acquisition,0,8.14,2023,0
UP,Kanpur,land_acquisition,0,9.47,2023,0
UP,Kanpur,land_acquisition,1,17.9,2023,0
UP,Kanpur,land_acquisition,0,7.8,2023,0
UP,Kanpur,land_acquisition,0,24.23,2023,0
UP,Kanpur,land_acquisition,0,24.03,2023,0
UP,Kanpur,land_acquisition,0,16.34,2023,0
UP,Kanpur,land_acquisition,1,11.53,2023,0
UP,Kanpur,land_acquisition,1,22.38,2023,0
UP,Kanpur,land_acquisition,0,10.38,2023,0
UP,Kanpur,land_acquisition,0,10.09,2023,0
UP,Kanpur,land_acquisition,0,14.86,2023,0
UP,Kanpur,land_acquisition,1,6.82,2023,0
UP,Kanpur,land_acquisition,0,7.71,2023,0
UP,Kanpur,land_acquisition,1,10.24,2023,0
UP,Kanpur,land_acquisition,0,18.38,2023,0
UP,Kanpur,land_acquisition,0,12.15,2023,0
UP,Kanpur,land_acquisition,0,19.45,2023,0
UP,Kanpur,land_acquisition,0,6.23,2023,0
UP,Kanpur,land_acquisition,1,9.33,2023,0
UP,Kanpur,land_acquisition,1,13.02,2023,0
UP,Kanpur,land_acquisition,1,22.21,2023,0
UP,Kanpur,land_acquisition,0,13.62,2023,0
UP,Kanpur,land_acquisition,0,6.92,2023,0
UP,Kanpur,property_dispute,1,19.38,2023,0
UP,Kanpur,property_dispute,1,22.86,2023,0
UP,Kanpur,property_dispute,1,7.1,2023,0
UP,Kanpur,property_dispute,1,15.39,2023,0
UP,Kanpur,property_dispute,0,8.21,2023,0
UP,Kanpur,property_dispute,0,23.47,2023,0
UP,Kanpur,property_dispute,0,24.69,2023,0
UP,Kanpur,property_dispute,1,15.1,2023,0
UP,Kanpur,property_dispute,1,14.45,2023,0
UP,Kanpur,property_dispute,1,11.07,2023,0
UP,Kanpur,property_dispute,1,16.96,2023,0
UP,Kanpur,property_dispute,0,16.01,2023,0
UP,Kanpur,property_dispute,0,16.75,2023,0
UP,Kanpur,property_dispute,0,13.05,2023,0
UP,Kanpur,property_dispute,0,17.19,2023,0
UP,Kanpur,property_dispute,0,10.9,2023,0
UP,Kanpur,property_dispute,1,12.12,2023,0
UP,Kanpur,property_dispute,0,19.11,2023,0
UP,Kanpur,property_dispute,0,23.11,2023,0
UP,Kanpur,property_dispute,1,22.63,2023,0
UP,Kanpur,property_dispute,0,20.39,2023,0
UP,Kanpur,property_dispute,0,16.77,2023,0
UP,Kanpur,property_dispute,0,17.87,2023,0
UP,Kanpur,property_dispute,0,6.98,2023,0
UP,Kanpur,property_dispute,0,9.2,2023,0
UP,Kanpur,property_dispute,0,19.72,2023,0
UP,Kanpur,property_dispute,1,18.27,2023,0
UP,Kanpur,property_dispute,1,8.29,2023,0
UP,Kanpur,property_dispute,1,15.87,2023,0
UP,Kanpur,property_dispute,0,24.17,2023,0
UP,Kanpur,property_dispute,1,21.73,2023,0
UP,Kanpur,property_dispute,1,6.09,2023,0
UP,Kanpur,property_dispute,1,15.52,2023,0
UP,Kanpur,property_dispute,0,10.32,2023,0
UP,Kanpur,property_dispute,1,23.23,2023,0
UP,Kanpur,property_dispute,1,24.03,2023,0
UP,Kanpur,property_dispute,0,8.11,2023,0
UP,Kanpur,property_dispute,1,20.41,2023,0
UP,Kanpur,property_dispute,0,21.92,2023,0
UP,Kanpur,property_dispute,1,19.31,2023,0
UP,Kanpur,property_dispute,1,7.42,2023,0
UP,Kanpur,property_dispute,0,13.31,2023,0
UP,Kanpur,property_dispute,0,10.11,2023,0
UP,Kanpur,property_dispute,1,16.37,2023,0
UP,Kanpur,property_dispute,0,13.74,2023,0
UP,Kanpur,property_dispute,0,10.4,2023,0
UP,Kanpur,property_dispute,0,18.58,2023,0
UP,Kanpur,property_dispute,1,10.88,2023,0
UP,Kanpur,property_dispute,0,8.49,2023,0
UP,Kanpur,property_dispute,0,13.47,2023,0
UP,Kanpur,criminal_assault,0,7.58,2023,0
UP,Kanpur,criminal_assault,1,6.98,2023,0
UP,Kanpur,criminal_assault,1,6.69,2023,0
UP,Kanpur,criminal_assault,0,3.35,2023,0
UP,Kanpur,criminal_assault,0,5.18,2023,0
UP,Kanpur,criminal_assault,0,4.69,2023,0
UP,Kanpur,criminal_assault,0,3.54,2023,0
UP,Kanpur,criminal_assault,0,7.6,2023,0
UP,Kanpur,criminal_assault,1,3.43,2023,0
UP,Kanpur,criminal_assault,1,7.98,2023,0
UP,Kanpur,criminal_assault,1,1.64,2023,0
UP,Kanpur,criminal_assault,1,1.69,2023,0
UP,Kanpur,criminal_assault,1,6.68,2023,0
UP,Kanpur,criminal_assault,0,7.08,2023,0
UP,Kanpur,criminal_assault,1,6.44,2023,0
UP,Kanpur,criminal_assault,0,6.22,2023,0
UP,Kanpur,criminal_assault,0,3.32,2023,0
UP,Kanpur,criminal_assault,0,5.83,2023,0
UP,Kanpur,criminal_assault,1,3.71,2023,0
UP,Kanpur,criminal_assault,0,2.74,2023,0
UP,Kanpur,criminal_assault,0,4.67,2023,0
UP,Kanpur,criminal_assault,1,2.82,2023,0
UP,Kanpur,criminal_assault,0,3.7,2023,0
UP,Kanpur,criminal_assault,1,2.29,2023,0
UP,Kanpur,criminal_assault,0,5.99,2023,0
UP,Kanpur,criminal_assault,0,6.62,2023,0
UP,Kanpur,criminal_assault,0,4.03,2023,0
UP,Kanpur,criminal_assault,1,6.47,2023,0
UP,Kanpur,criminal_assault,0,2.86,2023,0
UP,Kanpur,criminal_assault,0,7.48,2023,0
UP,Kanpur,criminal_assault,1,2.53,2023,0
UP,Kanpur,criminal_assault,0,5.82,2023,0
UP,Kanpur,criminal_assault,0,5.68,2023,0
UP,Kanpur,criminal_assault,1,4.86,2023,0
UP,Kanpur,criminal_assault,0,7.59,2023,0
UP,Kanpur,criminal_assault,1,6.16,2023,0
UP,Kanpur,criminal_assault,0,5.13,2023,0
UP,Kanpur,criminal_assault,1,7.13,2023,0
UP,Kanpur,criminal_assault,0,7.88,2023,0
UP,Kanpur,criminal_assault,1,4.59,2023,0
UP,Kanpur,criminal_assault,1,1.96,2023,0
UP,Kanpur,criminal_assault,0,3.39,2023,0
UP,Kanpur,criminal_assault,1,7.86,2023,0
UP,Kanpur,criminal_assault,0,4.78,2023,0
UP,Kanpur,criminal_assault,1,7.33,2023,0
UP,Kanpur,criminal_assault,0,7.79,2023,0
UP,Kanpur,criminal_assault,0,2.95,2023,0
UP,Kanpur,criminal_assault,0,2.18,2023,0
UP,Kanpur,criminal_assault,0,2.01,2023,0
UP,Kanpur,criminal_assault,0,4.73,2023,0
UP,Kanpur,criminal_theft,1,4.54,2023,0
UP,Kanpur,criminal_theft,0,7.74,2023,0
UP,Kanpur,criminal_theft,0,2.58,2023,0
UP,Kanpur,criminal_theft,0,4.08,2023,0
UP,Kanpur,criminal_theft,0,5.19,2023,0
UP,Kanpur,criminal_theft,0,4.99,2023,0
UP,Kanpur,criminal_theft,0,3.95,2023,0
UP,Kanpur,criminal_theft,0,4.99,2023,0
UP,Kanpur,criminal_theft,1,5.15,2023,0
UP,Kanpur,criminal_theft,1,2.45,2023,0
UP,Kanpur,criminal_theft,1,6.06,2023,0
UP,Kanpur,criminal_theft,0,1.58,2023,0
UP,Kanpur,criminal_theft,0,4.15,2023,0
UP,Kanpur,criminal_theft,0,3.56,2023,0
UP,Kanpur,criminal_theft,0,6.63,2023,0
UP,Kanpur,criminal_theft,1,7.76,2023,0
UP,Kanpur,criminal_theft,1,7.34,2023,0
UP,Kanpur,criminal_theft,1,5.17,2023,0
UP,Kanpur,criminal_theft,1,5.73,2023,0
UP,Kanpur,criminal_theft,0,3.03,2023,0
UP,Kanpur,criminal_theft,1,6.32,2023,0
UP,Kanpur,criminal_theft,0,4.48,2023,0
UP,Kanpur,criminal_theft,1,5.99,2023,0
UP,Kanpur,criminal_theft,0,1.71,2023,0
UP,Kanpur,criminal_theft,0,3.8,2023,0
UP,Kanpur,criminal_theft,0,4.88,2023,0
UP,Kanpur,criminal_theft,1,6.47,2023,0
UP,Kanpur,criminal_theft,1,5.82,2023,0
UP,Kanpur,criminal_theft,0,5.39,2023,0
UP,Kanpur,criminal_theft,1,7.66,2023,0
UP,Kanpur,criminal_theft,0,7.1,2023,0
UP,Kanpur,criminal_theft,0,2.72,2023,0
UP,Kanpur,criminal_theft,0,4.53,2023,0
UP,Kanpur,criminal_theft,1,3.71,2023,0
UP,Kanpur,criminal_theft,1,2.65,2023,0
UP,Kanpur,criminal_theft,1,5.06,2023,0
UP,Kanpur,criminal_theft,0,7.59,2023,0
UP,Kanpur,criminal_theft,0,4.8,2023,0
UP,Kanpur,criminal_theft,0,7.18,2023,0
UP,Kanpur,criminal_theft,1,5.64,2023,0
UP,Kanpur,criminal_theft,0,6.87,2023,0
UP,Kanpur,criminal_theft,1,3.84,2023,0
UP,Kanpur,criminal_theft,0,2.41,2023,0
UP,Kanpur,criminal_theft,1,4.77,2023,0
UP,Kanpur,criminal_theft,0,2.57,2023,0
UP,Kanpur,criminal_theft,0,4.72,2023,0
UP,Kanpur,criminal_theft,0,1.83,2023,0
UP,Kanpur,criminal_theft,0,7.16,2023,0
UP,Kanpur,criminal_theft,0,4.4,2023,0
UP,Kanpur,criminal_theft,1,6.03,2023,0
UP,Kanpur,matrimonial,0,3.06,2023,1
UP,Kanpur,matrimonial,1,3.66,2023,1
UP,Kanpur,matrimonial,0,2.34,2023,1
UP,Kanpur,matrimonial,1,1.21,2023,1
UP,Kanpur,matrimonial,1,4.68,2023,1
UP,Kanpur,matrimonial,1,4.14,2023,1
UP,Kanpur,matrimonial,1,1.89,2023,1
UP,Kanpur,matrimonial,1,1.48,2023,1
UP,Kanpur,matrimonial,0,4.23,2023,1
UP,Kanpur,matrimonial,1,1.71,2023,1
UP,Kanpur,matrimonial,1,4.47,2023,1
UP,Kanpur,matrimonial,1,2.95,2023,1
UP,Kanpur,matrimonial,1,4.33,2023,1
UP,Kanpur,matrimonial,1,4.23,2023,1
UP,Kanpur,matrimonial,0,2.09,2023,1
UP,Kanpur,matrimonial,1,4.15,2023,1
UP,Kanpur,matrimonial,0,4.22,2023,1
UP,Kanpur,matrimonial,1,1.65,2023,1
UP,Kanpur,matrimonial,1,3.1,2023,1
UP,Kanpur,matrimonial,1,2.07,2023,1
UP,Kanpur,matrimonial,1,2.86,2023,1
UP,Kanpur,matrimonial,1,3.63,2023,1
UP,Kanpur,matrimonial,1,3.95,2023,1
UP,Kanpur,matrimonial,1,4.16,2023,1
UP,Kanpur,matrimonial,0,2.48,2023,1
UP,Kanpur,matrimonial,1,3.5,2023,1
UP,Kanpur,matrimonial,1,3.57,2023,1
UP,Kanpur,matrimonial,1,3.33,2023,1
UP,Kanpur,matrimonial,1,2.31,2023,1
UP,Kanpur,matrimonial,1,3.89,2023,1
UP,Kanpur,matrimonial,0,4.95,2023,1
UP,Kanpur,matrimonial,1,2.01,2023,1
UP,Kanpur,matrimonial,1,3.68,2023,1
UP,Kanpur,matrimonial,0,2.23,2023,1
UP,Kanpur,matrimonial,1,3.14,2023,1
UP,Kanpur,matrimonial,1,3.16,2023,1
UP,Kanpur,matrimonial,1,1.68,2023,1
UP,Kanpur,matrimonial,1,3.44,2023,1
UP,Kanpur,matrimonial,1,1.3,2023,1
UP,Kanpur,matrimonial,1,4.59,2023,1
UP,Kanpur,matrimonial,1,4.38,2023,1
UP,Kanpur,matrimonial,0,3.72,2023,1
UP,Kanpur,matrimonial,1,3.6,2023,1
UP,Kanpur,matrimonial,1,2.4,2023,1
UP,Kanpur,matrimonial,1,1.05,2023,1
UP,Kanpur,matrimonial,0,1.22,2023,1
UP,Kanpur,matrimonial,0,2.31,2023,1
UP,Kanpur,matrimonial,1,2.42,2023,1
UP,Kanpur,matrimonial,1,2.12,2023,1
UP,Kanpur,matrimonial,1,2.96,2023,1
UP,Kanpur,labour_dispute,1,4.7,2023,1
UP,Kanpur,labour_dispute,0,3.19,2023,1
UP,Kanpur,labour_dispute,1,4.76,2023,1
UP,Kanpur,labour_dispute,1,2.72,2023,1
UP,Kanpur,labour_dispute,1,4.52,2023,1
UP,Kanpur,labour_dispute,0,3.36,2023,1
UP,Kanpur,labour_dispute,1,4.08,2023,1
UP,Kanpur,labour_dispute,1,9.57,2023,1
UP,Kanpur,labour_dispute,0,5.17,2023,1
UP,Kanpur,labour_dispute,0,6.22,2023,1
UP,Kanpur,labour_dispute,1,9.88,2023,1
UP,Kanpur,labour_dispute,1,4.08,2023,1
UP,Kanpur,labour_dispute,1,9.04,2023,1
UP,Kanpur,labour_dispute,1,5.96,2023,1
UP,Kanpur,labour_dispute,1,6.8,2023,1
UP,Kanpur,labour_dispute,1,3.15,2023,1
UP,Kanpur,labour_dispute,1,4.66,2023,1
UP,Kanpur,labour_dispute,1,5.76,2023,1
UP,Kanpur,labour_dispute,1,7.54,2023,1
UP,Kanpur,labour_dispute,1,7.99,2023,1
UP,Kanpur,labour_dispute,1,9.87,2023,1
UP,Kanpur,labour_dispute,1,9.26,2023,1
UP,Kanpur,labour_dispute,1,8.67,2023,1
UP,Kanpur,labour_dispute,1,6.32,2023,1
UP,Kanpur,labour_dispute,1,3.0,2023,1
UP,Kanpur,labour_dispute,0,9.01,2023,1
UP,Kanpur,labour_dispute,0,8.38,2023,1
UP,Kanpur,labour_dispute,0,8.28,2023,1
UP,Kanpur,labour_dispute,1,8.1,2023,1
UP,Kanpur,labour_dispute,1,7.97,2023,1
UP,Kanpur,labour_dispute,0,9.52,2023,1
